tri_facility_id,facility_name,street_address,city_name,county_name,state_county_fips_code,state_abbr,zip_code,region,fac_closed_ind,mail_name,mail_street_address,mail_city,mail_state_abbr,mail_province,mail_country,mail_zip_code,asgn_federal_ind,asgn_agency,frs_id,parent_co_db_num,parent_co_name,fac_latitude,fac_longitude,pref_latitude,pref_longitude,pref_accuracy,pref_collect_meth,pref_desc_category,pref_horizontal_datum,pref_source_scale,pref_qa_code,asgn_partial_ind,asgn_public_contact,asgn_public_phone,asgn_public_contact_email,bia_code,standardized_parent_company,asgn_public_phone_ext,epa_registry_id,asgn_technical_contact,asgn_technical_phone,asgn_technical_phone_ext,mail,asgn_technical_contact_email,foreign_parent_co_name,foreign_parent_co_db_num,standardized_foreign_parent_company
70037CHVRNHIGHW,CHEVRON ORONITE CO LLC - OAK POINT PLANT,10285 HIGHWAY 23,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,,,,,,,,C,,,001382555,CHEVRON CORP,0.0,0.0,29.8,90.008333,50.0,UN,UN,1,U,1010,0,EMILIO VESS,5043916120.0,EMILIOVESS@CHEVRON.COM,,CHEVRON CORP,,110000575244.0,,,,,,NA,,
70037HBSNG2402E,HOBSON GALVANIZING INC,2402 ENGINEERS RD,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,HOBSON GALVANIZING INC,2402 ENGINEERS RD,BELLE CHASSE,LA,,,70037,C,,,008012148,AZZ INC,295200.0,900200.0,29.866667,90.033333,11000.0,UN,UN,1,U,1000,0,JASON PENCE,8178100095.0,JASONPENCE@AZZGALV.COM,,AZZ INC,,110000448613.0,,,,,,,,
70037KNCLN2805E,KENCOIL INC,2805 ENGINEERS RD,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,KENCOIL INC,2805 ENGINEERS RD,BELLE CHASSE,LA,,,70037,C,,,,NA,294905.0,900201.0,,,,,,,,,0,FRANK DIVINCENTI,5043944010.0,FDIVINCENTI@KENCOIL.COM,,NA,,110000448622.0,,,,,,,,
70037LFRGN65ENG,LAFARGE NORTH AMERICAN INC ENGINEER RD RMX,605 ENGINEERS RD,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,ROBERT EATON,12735 MORRIS RD EXT SUITE 300,ALPHARETTA,GA,,,30004,C,,,067568246,LAFARGE NORTH AMERICA,295200.0,900053.0,,,,,,,,,0,MEGHAN MCDONALD,3036574148.0,MEGHAN.MCDONALD@LAFARGE-NA.COM,,,,110022523642.0,,,,,,,,
70037LLNCRHIGHW,HARVEST LOUISIANA TERMINALS LLC - ALLIANCE TERMINAL,15551 HIGHWAY 23,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,HARVEST LOUISIANA TERMINALS LLC - ALLIANCE TERMINAL,15551 HIGHWAY 23,BELLE CHASSE,LA,,,70037,C,,,624331489,HARVEST MIDSTREAM CO,0.0,0.0,29.68,89.9761,80.0,I1,FC,1,E,1000,0,KEVIN DUTCHER,8327651672.0,KDUTCHER@HARVESTMIDSTREAM.COM,,,,110064365690.0,,,,,,NA,,
70037PRDCT1402B,JOTUN PAINTS INC,9203 HWY 23,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,1,JOTUN PAINTS INC,9203 HWY 23,BELLE CHASSE,LA,,,70037,C,,,,NA,0.0,0.0,29.836111,89.997778,500.0,UN,UN,1,U,1010,0,CAROLINA LOZADA,7138608241.0,CAROLINA.LOZADA@JOTUN.COM,,NA,,110011855359.0,,,,,,,,
70037WSGSS111BU,IWS GAS & SUPPLY,111 BURAS DR,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,,,,,,,,C,,,,NA,,,,,,,,,,,0,DAVID DUPUY,5042201166.0,DAVE.DUPUY@RAYMONDMARTIN.COM,,NA,,110043671023.0,,,,,,NA,,
70039BRRRC1327E,BARRIERE CONSTRUCTION BOUTTE PLANT 625,1327 ESPERANZA PLANTATION RD,BOUTTE,ST. CHARLES PARISH,22089,LA,70039,6,0,BARRIERE CONSTRUCTION CO LLC,PO BOX 2430,NEW ORLEANS,LA,,,70130,C,,,NA,BARRIERE CONSTRUCTION CO LLC,295518.0,902453.0,,,,,,,,,0,DAVID HUTSON,5045693135.0,,,,,110003312727.0,,,,,,,,
7003WBTTSP1268L,BARRIERE CONSTRUCTION CO LLC - BOUTTE ASPHALT PLANT,1268 LA HWY 3127,BOUTTE,ST. CHARLES PARISH,22089,LA,70039,6,0,BARRIERE CONSTRUCTION CO LLC - BOUTTE ASPHALT PLANT,1268 LA HWY 3127,BOUTTE,LA,,,70039,C,,,,NA,,,,,,,,,,,0,KASEY ARABIE,5045817282.0,KASEYL@BARRIERE.COM,,,,110071043384.0,,,,,,NA,,
7003WCCMRN71ENG,C&C MARINE & REPAIR L.L.C.,701 ENGINEERS RD,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,C&C MARINE & REPAIR L.L.C.,P.O. BOX 259,HARVEY,LA,,,70059,C,,,,NA,,,,,,,,,,,0,GARRETT MELTON,5044332000.0,GARRETT.MELTON@CCMREPAIR.COM,,NA,,110009581791.0,,,,,,,,
7003WJHNWS217CN,JOHN W STONE OIL DISTRIBUTORS LLC,2017 CONCORD RD,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,JOHN W STONE OIL DISTRIBUTORS LLC,2017 CONCORD RD,BELLE CHASSE,LA,,,70037,C,,,,NA,,,,,,,,,,,0,MITCHELL WAITS,9852098791.0,MWAITS@STONEOIL.COM,,NA,,,,,,,,NA,,
7003WSNDRL53MAI,SUN DRILLING PRODUCTS CORP,503 MAIN STREET,BELLE CHASSE,PLAQUEMINES PARISH,22075,LA,70037,6,0,SUN DRILLING PRODUCTS CORP,503 MAIN STREET,BELLE CHASSE,LA,,,70037,C,,,065471112,SUN DRILLING PRODUCTS CORP,,,,,,,,,,,0,KRISTINA VAN HAAGEN,5043932778.0,KVANHAAGEN@SUNDRILLING.COM,,SUN DRILLING PRODUCTS CORP,,110000794409.0,,,,,,NA,,
70040LVTNG900ST,ELEVATING BOATS INC,900 ST BERNARD PKWY,BRAITHWAITE,PLAQUEMINES PARISH,22075,LA,70040,6,0,ELEVATING BOATS INC,900 ST BERNARD PKWY,BRAITHWAITE,LA,,,70040,C,,,NA,NA,295144.0,895424.0,29.862222,89.906667,20.0,UN,UN,1,U,1010,0,NETTIE DEAN,5046825245.0,,,,,110001245439.0,,,,,,,,
70040MXMTLLAHWY,AMAX METALS RECOVERY INC.,3607 ENGLISH TURN RD,BRAITHWAITE,PLAQUEMINES PARISH,22075,LA,70040,6,0,AMAX METALS RECOVERY INC.,3607 ENGLISH TURN RD,BRAITHWAITE,LA,,,70040,C,,,001213149,PHELPS DODGE CORP,295143.0,895819.0,29.861944,89.971944,50.0,UN,UN,1,U,1010,0,KENNETH J. VAUGHN,6023668318.0,,,,,110011411784.0,,,,,,,,
70043CHLMT7CKEP,RAIN CII CARBON LLC,700 COKE PLANT RD,CHALMETTE,ST. BERNARD PARISH,22087,LA,70043,6,0,RAIN CII CARBON LLC,700 COKE PLANT RD,CHALMETTE,LA,,,70043,C,,,198251886,RAIN CII CARBON LLC,0.0,0.0,,,,,,,,,0,DEREK TAYLOR,5044346106.0,DEREK.TAYLOR@RAINCARBON.COM,,RAIN CII CARBON LLC,,110003275866.0,,,,,,NA,,
70044CRWBT5425P,CREWBOATS INC,5425 PARIS RD,CHALMETTE,ST. BERNARD PARISH,22087,LA,70044,6,0,CREWBOATS INC,5425 PARIS RD,CHALMETTE,LA,,,70044,C,,,NA,NA,295809.0,895609.0,29.969167,89.935833,11000.0,UN,UN,1,U,1000,0,FRED J. JIROVEC,5042778201.0,,,,,110001315862.0,,,,,,,,
70047BNGCR12466,BUNGE CHEVRON AG RENEWABLES LLC - DESTREHAN,12466 RIVER RD,DESTREHAN,ST. CHARLES PARISH,22089,LA,70047,6,0,BUNGE CHEVRON AG RENEWABLES LLC - DESTREHAN,12466 RIVER RD,DESTREHAN,LA,,,70047,C,,,006981435,BUNGE N.A. INC,295338.0,902050.0,29.943889,90.347222,99999.0,UN,UN,U,U,0000,0,SAGE COPELAND,9857259200.0,SAGE.COPELAND@BUNGE.COM,,,,110000448640.0,,,,,,NA,,
70047TRNSM14902,VALERO REFINING - NEW ORLEANS LLC,14902 RIVER RD,NORCO,ST. CHARLES PARISH,22089,LA,70079,6,0,VALERO REFINING - NEW ORLEANS LLC,PO BOX 518,NORCO,LA,,,70079,C,,,NA,VALERO ENERGY CORP,295841.0,902339.0,29.978056,90.394167,11000.0,UN,UN,1,U,1000,0,MARY CLAIRE PETIT,9857648611.0,MARYCLAIRE.PETIT@VALERO.COM,,VALERO ENERGY CORP,,110000448659.0,,,,,,NA,,
70049CRGRGPOBOX,CAIRE & GRAUGNARD,LA HWY 18 & SUGARHOUSE RD,EDGARD,ST. JOHN THE BAPTIST PARISH,22095,LA,70049,6,0,CAIRE & GRAUGNARD,LA HWY 18 & SUGARHOUSE RD,EDGARD,LA,,,70049,C,,,NA,NA,300000.0,910000.0,29.9751,90.5991,11000.0,Z1,UN,1,U,0000,0,CAMILLE B GRAUGNARD,5044978500.0,,,,,110002029144.0,,,,,,,,
7004WLNSTR171PA,ENERGY TRANSFER GEISMAR OLEFINS LLC - CHALMETTE GAS PROCESSI,1701 PARIS RD - GATE 50,CHALMETTE,ST. BERNARD PARISH,22087,LA,70043,6,0,ENERGY TRANSFER GEISMAR OLEFINS LLC - CHALMETTE GAS PROCESSI,1701 PARIS RD - GATE 50,CHALMETTE,LA,,,70043,C,,,619308898,ENERGY TRANSFER,,,,,,,,,,,0,AMANDA POLITO,2254219014.0,AMANDA.POLITO@ENERGYTRANSFER.COM,,,,,,,,,,NA,,
70050MPRMNHWY11,EMPIRE MENHADEN CO. INC.,HWY. 11 S.,EMPIRE,PLAQUEMINES PARISH,22075,LA,70050,6,1,EMPIRE MENHADEN CO. INC.,5000 HWY. 190 SUITE A3,COVINGTON,LA,,,70433,C,,,NA,NA,292233.0,893504.0,29.375833,89.584444,11000.0,UN,UN,1,U,1000,0,W. O. DAVIS,5046579711.0,,,,,110005409913.0,,,,,,,,
70050PTRFSHWY11,DAYBROOK FISHERIES INC,136 DAYBROOK LN,EMPIRE,PLAQUEMINES PARISH,22075,LA,70050,6,0,DAYBROOK FISHERIES INC,PO BOX 128,EMPIRE,LA,,,70050,C,,,,NA,0.0,0.0,29.384722,89.590833,11000.0,UN,UN,1,U,1000,0,STEPHANIE CONTRERAS,5046578400.0,STEPHANIE.CONTRERAS@DAYBROOK.COM,,NA,2227.0,110000606531.0,,,,,,,,
70051MRTHNHWY61,MARATHON PETROLEUM CO LP,4663 W AIRLINE HWY,GARYVILLE,ST. JOHN THE BAPTIST PARISH,22095,LA,70051,6,0,MARATHON PETROLEUM CO LP,PO BOX AC,GARYVILLE,LA,,,70051,C,,,968393996,MARATHON PETROLEUM CORP,300345.0,903609.0,30.0625,90.6025,50.0,UN,,1,U,1010,1,KEITH HIGHTOWER,9855357183.0,THIGHTOWER@MARATHONPETROLEUM.COM,,MARATHON PETROLEUM CORP,,110000597079.0,,,,,,,,
70051NLCCHRIVER,NALCO CO,3599 HIGHWAY 44,GARYVILLE,ST. JOHN THE BAPTIST PARISH,22095,LA,70051,6,0,NALCO CO,3628 HWY 44,GARYVILLE,LA,,,70051,C,,,006154611,ECOLAB INC,0.0,0.0,30.043333,90.632222,50.0,UN,UN,1,U,1010,0,BYRON K HOLLIS,9855352221.0,BYRON.HOLLIS@ECOLAB.COM,,ECOLAB INC,,110007015871.0,,,,,,NA,,
70051PSLNP1EPSI,PINNACLE POLYMERS,ONE PINNACLE AVE,GARYVILLE,ST. JOHN THE BAPTIST PARISH,22095,LA,70051,6,0,PINNACLE POLYMERS,ONE PINNACLE AVE,GARYVILLE,LA,,,70051,C,,,NA,POLYCHIM USA INC,0.0,0.0,,,,,,,,,0,TREY WARNER,9855351060.0,TREY.WARNER@PINNACLEPOLYMERS.COM,,POLYCHIM USA INC,,110000547953.0,,,,,,NA,,
70051STCKH3606H,EVONIK SUPERABSORBER LLC,3606 HWY 44,GARYVILLE,ST. JOHN THE BAPTIST PARISH,22095,LA,70051,6,0,EVONIK SUPERABSORBER LLC,3606 HWY 44,GARYVILLE,LA,,,70051,C,,,824868939,EVONIK INDUSTRIES,0.0,0.0,,,,,,,,,0,EDWIN MEREAND,9855356701.0,ED.MEREAND@EVONIK.COM,,,,110000597088.0,,,,,,NA,,
70052CLNLS129FI,LOUISIANA SUGAR REFINERY (LSR),1230 S FIFTH AVE,GRAMERCY,ST. JAMES PARISH,22093,LA,70052,6,0,LOUISIANA SUGAR REFINERY (LSR),PO BOX 625,GRAMERCY,LA,,,70052,C,,,,LSR-LOUISIANA SUGAR REFINERING LLC,300259.0,904102.0,30.049722,90.683889,20.0,UN,UN,1,U,1010,0,JOSEPH B. ADDLESBERGER,2258696608.0,JOSEPH.ADDLESBERGER@LSRSUGAR.COM,,,,110000448668.0,,,,,,,,
70052GRMRC114JE,RAIN CII CARBON LLC,1140 JEFFERSON HWY,GRAMERCY,ST. JAMES PARISH,22093,LA,70052,6,0,RAIN CII CARBON LLC,PO BOX 1521,GRAMERCY,LA,,,70052,C,,,198251886,RAIN CII CARBON LLC,300325.0,904013.0,,,,,,,,,0,JIMMY DELANEUVILLE,9856353400.0,JIMMY.DELANEUVILLE@RAINCARBON.COM,,RAIN CII CARBON LLC,,110018914781.0,,,,,,NA,,
70052KSRLMAIRLI,ATLANTIC ALUMINA GRAMERCY OPERATIONS,1111 AIRLINE HWY,GRAMERCY,ST. JAMES PARISH,22093,LA,70052,6,0,ATLANTIC ALUMINA GRAMERCY OPERATIONS,1111 AIRLINE HWY,GRAMERCY,LA,,,70052,C,,,NA,ATALCO GRAMERCY LLC,300336.0,904001.0,30.054167,90.666667,20.0,UN,UN,1,U,1010,0,CHARLOTTE HOOKER,2258692219.0,CHARLOTTE.HOOKER@ATALCO.COM,,ATALCO GRAMERCY LLC,,110000448677.0,,,,,,CONCORD RESOURCES HOLDINGS LTD,726752016,
70052LFRGN14HWY,LAFARGE GRAMERCY RMX,104 HWY 3125,GRAMERCY,ST. JAMES PARISH,22093,LA,70052,6,0,LAFARGE GRAMERCY RMX,3320 AIRLINE DRIVE,METAIRIE,LA,,UNITED STATES,70001,C,,,067568246,LAFARGE N.A. INC,0.0,0.0,,,,,,,,,0,HEATHER BERGERON,5043304885.0,HEATHER.BERGERON@LAFARGEHOLCIM.COM,,LAFARGE NA INC,,110022523651.0,,,,,,,,
70052LRCHCPOBOX,LAROCHE INDUSTRIES INC. GRAMERCY FACILITY,1134 JEFFERSON HWY.,GRAMERCY,ST. JAMES PARISH,22093,LA,700525500,6,0,LAROCHE INDS. INC.,1100 JOHNSON FERRY RD.,ATLANTA,GA,,,30342,C,,,150995942,LAROCHE INDUSTRIES INC,300334.0,904000.0,30.059444,90.666667,20.0,UN,UN,1,U,1010,0,RAY CANNON,4048510323.0,,,,,110067426592.0,,,,,,,,
70053LSNCC1000B,LOUISIANA COCA-COLA BOTTLING CO,1000 BURMASTER ST,GRETNA,JEFFERSON PARISH,22051,LA,70053,6,0,LOUISIANA COCA-COLA BOTTLING CO,2500 WINDY RIDGE PKWY,ATLANTA,GA,,,30339,C,,,118267624,COCA-COLA ENTERPRISES INC,295812.0,900409.0,29.929408,90.047448,150.0,A1,PG,1,J,1000,0,JOHN DOWNS,7709893775.0,,,,,110000448695.0,,,,,,,,
70053NWMLT80FIR,NEW MALTER INC,80 FIRST ST,GRETNA,JEFFERSON PARISH,22051,LA,70053,6,0,NEW MALTER INC,80 FIRST ST,GRETNA,LA,,,70053,C,,,NA,NA,295514.0,902300.0,29.9222,90.0592,150.0,A1,PG,1,J,1000,0,MARGO BURKES,5043623232.0,,,,,110009288323.0,,,,,,,,
70057CCDNTLAHWA,OCCIDENTAL CHEMICAL CORP. TAFT AMMONIA TERMINAL,LA HWY. 3142,TAFT,ST. CHARLES PARISH,22089,LA,70057,6,2,OCCIDENTAL CHEMICAL CORP. TAFT AMMONIA TERMINAL,LA HWY. 3142,TAFT,LA,,,70057,C,,,006908354,OCCIDENTAL PETROLEUM CORP,295940.0,902730.0,29.994444,90.458333,11000.0,UN,UN,1,U,1000,0,JESSE N. PAYNE,5044311920.0,,,,,110067426324.0,,,,,,,,
70057CCDNTLAHWY,OCCIDENTAL CHEMICAL CORP,266 HWY 3142,HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,OCCIDENTAL CHEMICAL CORP,266 HWY 3142,HAHNVILLE,LA,,,70057,C,,,006908354,OCCIDENTAL PETROLEUM CORP,0.0,0.0,29.985556,90.456389,20.0,UN,UN,1,U,1010,0,CHRISTOPHER SANFILIPPO,9857837255.0,CHRISTOPHER_SANFILIPPO@OXY.COM,,OCCIDENTAL PETROLEUM CORP,,110000743296.0,,,,,,NA,,
70057CXYCH266HW,NEXEN CHEMICAL USA,266 HWY 3142,HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,NEXEN CHEMICAL USA,266 HWY 3142,HAHNVILLE,LA,,,70057,C,,,NA,NA,295910.0,902724.0,,,,,,,,,0,D C PARKHILL,9857837235.0,,,,,110050572835.0,,,,,,,,
70057GRCCH7760R,IMC PHOSPHATES MP INC. TAFT PLANT,17245 RIVER RD.,HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,IMC PHOSPHATES MP INC. TAFT PLANT,17245 RIVER RD.,HAHNVILLE,LA,,,70057,C,,,177657095,IMC GLOBAL INC,295922.0,902730.0,29.989444,90.458333,20.0,UN,UN,1,U,1010,0,R. G. OLIVIER,2255623501.0,,,,,110000448702.0,,,,,,,,
70057KCHNDLAHWY,KOCH FERTILIZER LLC - TAFT TERMINAL,266 LA HWY 3142,TAFT,ST. CHARLES PARISH,22089,LA,70057,6,0,KOCH FERTILIZER LLC - TAFT TERMINAL,PO BOX 1028,HAHNVILLE,LA,,,70057,C,,,006944334,KOCH INDUSTRIES INC,0.0,0.0,,,,,,,,,0,BROOKE SETCHELL,3168288705.0,BROOKE.SETCHELL@KOCHCC.COM,,KOCH INDUSTRIES INC,,110022523660.0,,,,,,NA,,
70057LFRGN4ESPA,LAFARGE LULING RMX,400 ESPERANZA PLANTATION,HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,LAFARGE LULING RMX,3320 AIRLINE DR,METAIRIE,LA,,,70001,C,,,067568246,LAFARGE NORTH AMERICA,295628.0,902331.0,,,,,,,,,0,MEGHAN MCDONALD,3038072973.0,MEGHAN.MCDONALD@LAFARGE-NA.COM,,,,110022523679.0,,,,,,,,
70057NNCRBHWY31,ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,355 LA HWY 3142 (GATE 1),HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,ST CHARLES OPERATIONS (TAFT/STAR) UNION CARBIDE CORP,PO BOX 50,HAHNVILLE,LA,,,70057,C,,,117063457,DOW INC,0.0,0.0,29.983333,90.45,50.0,UN,UN,1,U,1010,0,STACEY B GAUTREAU,2253534374.0,SBCHIASSON@DOW.COM,,DOW INC,,110000597104.0,,,,,,NA,,
70057NNCRBROUTE,LINDE GAS & EQUIPMENT,261 HWY 3142,HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,LINDE GAS & EQUIPMENT,261 HWY 3142,HAHNVILLE,LA,,,70057,C,,,197154586,LINDE INC,0.0,0.0,29.945278,90.489722,11000.0,UN,UN,1,U,1000,0,DEREK HENDERSON,9857855907.0,DEREK.HENDERSON@LINDE.COM,,LINDE INC,,110000743303.0,,,,,,NA,,
70057SHLLCLA18A,SHELL CHEMICAL TAFT PLANT,473 HWY. 3142,TAFT,ST. CHARLES PARISH,22089,LA,70057,6,0,SHELL CHEMICAL TAFT PLANT,P.O. BOX 10,NORCO,LA,,,70079,C,,,008090938,SCOGI LOUISIANA HOLDINGS LLC,285845.0,902719.0,29.9792,90.4553,20.0,I1,CE,1,E,1000,0,D. G. BRIGNAC,5044656837.0,,,,,110000597113.0,,,,,,,,
70057WTCCRRIVER,GALATA CHEMICALS LLC - GALATA TAFT FACILITY,471 HWY 3142,HAHNVILLE,ST. CHARLES PARISH,22089,LA,70057,6,0,GALATA CHEMICALS LLC - GALATA TAFT FACILITY,471 HWY 3142,HAHNVILLE,LA,,,70057,C,,,,NA,0.0,0.0,29.980833,90.453056,50.0,UN,UN,1,U,1010,0,GEOFFERY JACKSON,9858569896.0,GEOFFREY.JACKSON@GALATACHEMICALS.COM,,NA,,110000602465.0,,,,,,NA,,
70058BLLNG615DE,BOLLINGER QUICK REPAIR LLC,615 DESTREHAN AVE,HARVEY,JEFFERSON PARISH,22051,LA,70058,6,0,BOLLINGER QUICK REPAIR LLC,615 DESTREHAN AVE,HARVEY,LA,,,70058,C,,,073253309,BOLLINGER SHIPYARDS LLC,295413.0,900458.0,29.902778,90.080556,11000.0,UN,UN,1,U,1000,0,JODI SATCHES,9855322554.0,JODIS@BOLLINGERSHIPYARDS.COM,,BOLLINGER SHIPYARDS LLC,,110001309931.0,,,,,,NA,,
70058FNLCH1401D,SIGMA COATINGS USA B.V.,1401 DESTRAHAN AVE,HARVEY,JEFFERSON PARISH,22051,LA,70058,6,0,SIGMA COATINGS USA B.V.,PO BOX 816,HARVEY,LA,,,70059,C,,,NA,NA,295311.0,900440.0,29.886389,90.077778,11000.0,UN,UN,1,U,1000,0,KRISTINA VAN HAAGEN,5043714321.0,,,,,110000448711.0,,,,,,,,
70058HRVYC12081,VARCO L.P. TUBOSCOPE DIV. HARVEY COATING PLANT,1208 1ST AVE.,HARVEY,JEFFERSON PARISH,22051,LA,70058,6,0,VARCO L.P. TUBOSCOPE DIV. HARVEY COATING PLANT,P.O. BOX 1879,MARRERO,LA,,,70073-1879,C,,,197220874,VARCO LP,295334.0,900414.0,29.894444,90.079167,150.0,UN,UN,1,U,1010,0,ROBERT B. BALLARD,7137995593.0,,,,,110042029417.0,,,,,,,,
